Title,Release year,Genre,Runtime(min),Rating,Votes
Johnny Guitar,1954,"Drama, Western",110,7.6,19261
Įvykus žmogžudystei skambinkite M,1954,"Crime, Thriller",105,8.2,185490
Chikamatsu monogatari,1954,"Drama, Romance, Thriller",102,8.0,4840
Carmen Jones,1954,"Drama, Musical, Romance",105,6.8,5824
Maištas Keino laive,1954,"Drama, War",124,7.7,29367
The Barefoot Contessa,1954,"Crime, Drama, Mystery",128,6.9,12229
Animal Farm,1954,"Animation, Drama",72,7.2,18627
Draudžiami žaidimai,1952,"Comedy, Drama, War",86,8.0,12924
Vidurdienis,1952,"Drama, Thriller, Western",85,8.0,108841
Tylus vyras,1952,"Comedy, Drama, Romance",129,7.7,41456
Dainuojantys lietuje,1952,"Comedy, Musical, Romance",103,8.3,255748
The Band Wagon,1953,"Comedy, Musical, Romance",112,7.4,12264
Dabar ir visada,1953,"Drama, Romance, War",118,7.6,50084
Džentelmenai renkasi blondines,1953,"Comedy, Musical, Romance",91,7.1,41831
House of Wax,1953,Horror,88,7.0,19903
Julius Caesar,1953,"Drama, History",120,7.2,12557
Ponios X auskarai,1953,"Drama, Romance",105,7.9,10878
Pono Julo atostogos,1953,Comedy,114,7.3,19889
The Naked Spur,1953,"Drama, Thriller, Western",91,7.3,12458
Niagara,1953,"Film-Noir, Thriller",92,7.0,19367
Pickup on South Street,1953,"Crime, Film-Noir, Mystery",80,7.6,15859
Atostogos Romoje,1953,"Comedy, Romance",118,8.0,145402
Shane,1953,"Drama, Western",118,7.6,43424
Stalag 17,1953,"Comedy, Drama, War",120,8.0,57957
Vasara su Monika,1953,"Drama, Romance",96,7.5,15834
Tokijo apysaka,1953,Drama,136,8.1,66769
Ugetsu monogatari,1953,"Drama, Fantasy, War",96,8.2,25285
Atlyginimas už baimę,1953,"Adventure, Drama, Thriller",131,8.2,65165
The War of the Worlds,1953,"Action, Sci-Fi, Thriller",85,7.0,37942
Laukinis,1953,"Crime, Drama, Romance",79,6.7,17155
Plein soleil,1960,"Crime, Drama, Thriller",118,7.7,18466
Gervaise,1956,Drama,112,7.4,1618
Genroku chûshingura,1941,"Drama, History",241,7.2,2630
Oyû-sama,1951,"Drama, Romance",94,7.4,1857
Uwasa no onna,1954,"Drama, Romance",83,7.4,1378
Gion bayashi,1953,Drama,85,7.6,2302
Akasen chitai,1956,Drama,86,7.8,4738
Saikaku ichidai onna,1952,Drama,148,8.1,7494
Banshun,1949,Drama,108,8.2,18705
Early Summer,1951,"Drama, Romance",125,8.1,9334
An Autumn Afternoon,1962,Drama,113,8.0,10252
Tôkyô boshoku,1957,Drama,140,8.1,4661
Akibiyori,1960,"Comedy, Drama",128,7.9,5926
Ukigusa,1959,Drama,119,7.9,8749
Otona no miru ehon - Umarete wa mita keredo,1932,"Comedy, Drama",90,7.9,6049
Labas rytas,1959,"Comedy, Drama, Family",94,7.8,10580
Higanbana,1958,"Comedy, Drama",118,7.8,4636
Kohayagawa-ke no aki,1961,Drama,103,7.7,4408
Sôshun,1956,Drama,145,7.8,3546
Hitori musuko,1936,Drama,87,7.7,3939
Ukikusa monogatari,1934,Drama,86,7.7,3357
Ochazuke no aji,1952,Drama,116,7.7,3469
Chichi ariki,1942,Drama,94,7.6,3057
Nagaya shinshiroku,1947,Drama,72,7.7,2141
Tôkyô no yado,1935,Drama,80,7.5,1611
Kaze no naka no mendori,1948,Drama,84,7.4,1709
Playtime,1967,Comedy,155,7.8,25292
Mano dėdė,1958,Comedy,116,7.7,23871
Iliuzionistas,2010,"Animation, Drama, Fantasy",80,7.5,36271
Jour de fête,1949,Comedy,70,7.2,8916
Ant gyvenimo slenksčio,1958,Drama,84,7.3,3294
Vasaros žaidimas,1951,"Drama, Romance",96,7.5,6527
Juokdarių vakaras,1953,Drama,93,7.4,7235
Veidu į veidą,1976,"Drama, Fantasy",114,7.5,6062
Vilko valanda,1968,"Drama, Horror, Mystery",88,7.5,22192
Aistra,1969,Drama,101,7.6,10263
Veidas,1958,"Comedy, Drama",101,7.6,10732
Vasarvidžio nakties šypsenos,1955,"Comedy, Romance",109,7.7,14469
Tylėjimas,1963,Drama,96,7.8,21024
Gėda,1968,Drama,103,8.0,14720
Tarytum veidrodyje,1961,Drama,90,7.9,26930
Komunija,1963,Drama,81,8.0,26607
Šaltinis,1960,Drama,89,8.0,31123
Riksmai ir kuždesiai,1972,Drama,91,8.0,36353
Fani ir Aleksandras,1982,Drama,188,8.1,66513
Persona,1966,"Drama, Thriller",85,8.1,128375
Žemuogių pievelė,1957,"Drama, Romance",91,8.1,112995
Rudens sonata,1978,"Drama, Music",99,8.1,37043
Septintasis antspaudas,1957,"Drama, Fantasy",96,8.1,195069
Vedybinio gyvenimo scenos,1974,Drama,169,8.3,8334
A Star Is Born,1954,"Drama, Musical, Romance",154,7.5,19333
Kelias,1954,Drama,108,8.0,65839
All That Heaven Allows,1955,"Drama, Romance",89,7.6,16243
Bad Day at Black Rock,1955,"Crime, Drama, Mystery",81,7.7,23746
Blackboard Jungle,1955,"Crime, Drama",101,7.4,9699
The Court Jester,1955,"Adventure, Comedy, Family",101,7.8,13664
Vaikinai ir leles,1955,"Comedy, Crime, Musical",150,7.1,18850
Kiss Me Deadly,1955,"Crime, Film-Noir, Mystery",106,7.5,21743
Dama ir valkata,1955,"Animation, Adventure, Comedy",76,7.3,145514
The Ladykillers,1955,"Comedy, Crime",91,7.6,30912
Lola Montès,1955,"Biography, Drama, Romance",116,7.2,5863
The Man from Laramie,1955,"Drama, Western",103,7.3,11777
Žmogus su auksine ranka,1955,"Crime, Drama, Romance",119,7.3,12028
Mister Roberts,1955,"Comedy, Drama, War",123,7.6,17988
Medžiotojo naktis,1955,"Crime, Drama, Film-Noir",92,8.0,95658
Oklahoma!,1955,"Comedy, Drama, Musical",145,7.0,13753
Ordet,1955,Drama,126,8.3,17062
Kelio daina,1955,Drama,125,8.2,37173
Piknikas,1955,"Drama, Romance",115,7.0,9659
Maištininkas be priežasties,1955,Drama,111,7.6,96452
Richard III,1955,"Biography, Drama, History",161,7.4,5070
Septyneriu metu krize,1955,"Comedy, Romance",105,7.1,41718
Summertime,1955,"Comedy, Drama, Romance",102,7.1,9785
Anastasia,1956,"Biography, Drama, History",105,7.0,9159
Goopy Gyne Bagha Byne,1969,"Adventure, Comedy, Family",132,8.7,2714
Apur Sansar,1959,Drama,105,8.5,16188
Sonar Kella,1974,"Adventure, Family, Mystery",136,8.3,2704
Jana Aranya,1975,Drama,131,8.4,1778
Aparajito,1956,Drama,110,8.2,15623
Nayak,1966,Drama,117,8.3,4960
Mahanagar,1963,Drama,136,8.3,4864
Charulata,1964,"Drama, Romance",117,8.1,7043
Aranyer Din Ratri,1970,Drama,115,8.1,2872
Agantuk,1991,Drama,120,8.0,4286
Ashani Sanket,1973,Drama,101,8.0,1689
Joi Baba Felunath,1979,"Adventure, Crime, Family",112,7.9,2252
Jalsaghar,1958,"Drama, Music",100,7.9,6616
Teen Kanya,1961,"Comedy, Drama, Fantasy",173,7.9,1654
Seemabaddha,1971,Drama,110,7.8,1368
Ghare-Baire,1984,Drama,140,7.5,1860
Parash Pathar,1958,"Comedy, Fantasy",111,7.6,1297
Kapurush,1965,"Drama, Romance",70,7.6,2361
Shatranj Ke Khilari,1977,"Comedy, Drama, History",129,7.5,3981
Shakha Proshakha,1990,Drama,130,7.7,843
Devi,1960,Drama,93,7.7,2702
Kanchenjungha,1962,Drama,102,7.9,1190
Abhijaan,1962,Drama,150,7.9,1317
Bigger Than Life,1956,Drama,95,7.4,8024
Bob le flambeur,1956,"Crime, Drama, Thriller",98,7.6,13140
Biruma no tategoto,1956,"Drama, Music, War",116,8.0,6338
Uždraustoji planeta,1956,"Adventure, Sci-Fi",98,7.5,52256
Friendly Persuasion,1956,"Drama, Family, Romance",137,7.3,7584
Milžinas,1956,"Drama, Western",201,7.6,41588
Žmogžudystė,1956,"Crime, Drama, Film-Noir",84,7.9,95705
The King and I,1956,"Biography, Drama, Musical",133,7.4,27580
Un condamné à mort s'est échappé ou Le vent souffle où il veut,1956,"Drama, Thriller, War",101,8.2,24413
Patterns,1956,Drama,83,7.7,3437
Le ballon rouge,1956,"Short, Comedy, Drama",34,8.1,19721
Ieškotojai,1956,"Adventure, Drama, Western",119,7.8,94754
Dešimt Dievo įsakymų,1956,"Adventure, Drama, Family",220,7.9,75718
Written on the Wind,1956,Drama,99,7.4,13082
An Affair to Remember,1957,"Drama, Romance",115,7.4,32419
Tiltas per Kvai upę,1957,"Adventure, Drama, War",161,8.1,230300
Skrenda gervės,1957,"Drama, Romance, War",95,8.3,19242
I Want to Live!,1958,"Biography, Crime, Drama",120,7.5,7215
Dzidzi,1958,"Comedy, Musical, Romance",115,6.6,24095
Ascenseur pour l'échafaud,1958,"Crime, Drama, Thriller",91,7.9,28041
Sukaustyti viena grandine,1958,"Crime, Drama",96,7.6,17176
Cat on a Hot Tin Roof,1958,Drama,108,7.9,52635
Bab el hadid,1958,"Crime, Drama",77,7.5,5223
The Big Country,1958,"Drama, Romance, Western",166,7.9,20391
Auntie Mame,1958,"Comedy, Drama, Romance",143,7.9,12301
Popiól i diament,1958,"Drama, Romance, War",103,7.7,13100
12 įtūžusių vyrų,1957,"Crime, Drama",96,9.0,843947
The Three Faces of Eve,1957,"Drama, Mystery",91,7.2,8548
Saldus sėkmės skonis,1957,"Drama, Film-Noir",96,8.0,34998
Viso gero,1957,"Drama, Romance",147,7.0,7382
Peyton Place,1957,"Crime, Drama, Mystery",157,7.2,6483
Garbės keliai,1957,"Drama, War",88,8.4,208525
Kabirijos naktys,1957,Drama,110,8.1,51361
Mother India,1957,"Action, Comedy, Drama",172,7.8,9735
Susišaudymas O.K. Korale,1957,"Biography, Drama, Western",122,7.1,16941
Keistas veidelis,1957,"Comedy, Musical, Romance",103,7.0,32352
Kaltinimo liudytojas,1957,"Crime, Drama, Mystery",116,8.4,134267
Butas,1960,"Comedy, Drama, Romance",125,8.3,192273
Džiaze tik merginos,1959,"Comedy, Music, Romance",121,8.2,279265
Saldžioji Irma,1963,"Comedy, Romance",147,7.3,20729
Pusiaudienio meile,1957,"Comedy, Crime, Drama",130,7.1,16783
The Private Life of Sherlock Holmes,1970,"Adventure, Comedy, Crime",125,7.0,13055
Vredens dag,1943,"Drama, History",97,8.1,10883
Gertrud,1964,"Drama, Romance",116,7.3,6690
Aštuoni su puse,1963,Drama,138,8.0,123499
Saldus gyvenimas,1960,"Comedy, Drama",174,8.0,77032
Amarkordas,1973,"Comedy, Drama",123,7.9,46114
Pienburniai,1953,"Comedy, Drama",109,7.8,19589
Džiuljeta ir dvasios,1965,"Comedy, Drama, Fantasy",137,7.5,14498
Ir laivas plaukia,1983,"Drama, History, Music",132,7.5,6608
Sukčius,1955,"Comedy, Crime, Drama",113,7.5,6762
The Sand Pebbles,1966,"Adventure, Drama, Romance",182,7.5,16081
Vestsaido istorija,1961,"Crime, Drama, Musical",153,7.6,119374
Šmėklos,1963,Horror,112,7.4,41960
Somebody Up There Likes Me,1956,"Biography, Drama, Sport",113,7.5,8869
Odds Against Tomorrow,1959,"Crime, Drama, Thriller",96,7.4,5391
The Body Snatcher,1945,"Horror, Thriller",78,7.3,10015
Born to Kill,1947,"Crime, Drama, Film-Noir",92,7.2,5832
Muzikos garsai,1965,"Biography, Drama, Family",172,8.1,252703
The Set-Up,1949,"Crime, Film-Noir, Sport",73,7.8,9896
Les amants,1958,"Drama, Romance",90,7.2,5843
Damage,1992,"Drama, Romance",111,6.7,20096
Milou en mai,1990,"Comedy, Romance",107,7.2,3372
Atlantic City,1980,"Crime, Drama, Romance",104,7.3,18004
Vanya on 42nd Street,1994,"Comedy, Drama, Romance",119,7.3,5084
Lacombe Lucien,1974,"Drama, War",138,7.6,7616
Le souffle au coeur,1971,"Comedy, Drama",118,7.6,10670
My Dinner with Andre,1981,"Comedy, Drama",110,7.7,24975
Le feu follet,1963,Drama,108,7.9,10234
"Iki pasimatymo, vaikai",1987,"Drama, War",104,8.0,35639
Al-ard,1970,Drama,130,8.0,2383
El Naser Salah el Dine,1963,"Action, Adventure, Drama",194,7.5,2845
Siraa Fil-Wadi,1954,"Crime, Drama, Romance",105,7.2,1515
Ziemia obiecana,1975,Drama,170,7.8,3927
Czlowiek z marmuru,1977,Drama,165,7.7,4668
Danton,1983,"Biography, Drama, History",136,7.4,7569
Panelės iš Vilko,1979,"Drama, Romance",118,7.4,1421
Žmogus is geležies,1981,"Drama, History",156,7.3,3705
Nekalti burtininkai,1960,"Drama, Music, Romance",83,7.3,1513
Korczak,1990,"Biography, Drama, War",118,7.4,1571
Tinklas,1976,Drama,121,8.1,167305
Šuniška popietė,1975,"Biography, Crime, Drama",125,8.0,269665
Saugumo sistema,1964,"Drama, Thriller",112,8.0,23828
The Offence,1973,"Crime, Drama, Thriller",112,6.9,7744
Velniški žaidimai,2007,"Crime, Drama, Thriller",117,7.3,109526
Žmogžudystė Rytų eksprese,1974,"Crime, Drama, Mystery",128,7.2,67262
Mirtis prie Nilo,1978,"Crime, Drama, Mystery",140,7.2,38617
Prince of the City,1981,"Crime, Drama",167,7.4,9265
Long Day's Journey Into Night,1962,Drama,174,7.5,5779
Išsekęs,1988,"Crime, Drama, Music",116,7.6,17618
King: A Filmed Record... Montgomery to Memphis,1969,"Documentary, Biography, History",185,8.2,554
The Pawnbroker,1964,Drama,116,7.7,10511
Verdiktas,1982,Drama,129,7.7,44848
Serpikas,1973,"Biography, Crime, Drama",130,7.7,132102
The Hill,1965,"Drama, War",123,7.9,14899
Soy Cuba,1964,Drama,141,8.2,10380
Neotpravlennoe pismo,1960,"Adventure, Drama",96,7.8,4085
Jim Shvante (marili svanets),1930,Documentary,55,7.6,863
Vernye druz'ya,1954,"Adventure, Comedy, Drama",100,7.4,678
Au hasard Balthazar,1966,Drama,95,7.8,22331
Mouchette,1967,Drama,81,7.7,12721
Pickpocket,1959,"Crime, Drama",76,7.6,24718
L'argent,1983,"Crime, Drama",85,7.4,11490
Une femme douce,1969,"Drama, Romance",88,7.4,3003
Procès de Jeanne d'Arc,1962,"Biography, Drama, History",65,7.4,5779
Quatre nuits d'un rêveur,1971,"Drama, Romance",87,7.3,3030
Les anges du péché,1943,Drama,97,7.3,1732
Le diable probablement,1977,Drama,95,7.1,4567
Les dames du Bois de Boulogne,1945,"Drama, Romance",86,7.2,4751
Nobi,1959,"Drama, War",108,8.0,5233
Separate Tables,1958,"Drama, Romance",100,7.4,8436
Some Came Running,1958,"Drama, Romance",137,7.2,7223
Blogio prisilietimas,1958,"Crime, Drama, Film-Noir",95,8.0,108588
Svaigulys,1958,"Mystery, Romance, Thriller",128,8.3,420209
Ben-Huras,1959,"Adventure, Drama",212,8.1,249830
Orfeu Negro,1959,"Drama, Musical, Romance",100,7.4,12047
Saturday Night and Sunday Morning,1960,"Drama, Romance",89,7.5,9172
Rokas ir jo broliai,1960,"Crime, Drama, Sport",179,8.2,20788
Psichopatas,1960,"Horror, Mystery, Thriller",109,8.5,706401
Persekiotojas Tomas,1960,"Drama, Horror, Thriller",101,7.6,38237
Pjausi audrą,1960,"Biography, Drama, History",128,8.1,32282
Les yeux sans visage,1960,"Drama, Horror",90,7.6,34458
Iki paskutinio atodūsio,1960,"Crime, Drama",90,7.7,86599
Les bonnes femmes,1960,"Drama, Mystery, Romance",100,7.2,3118
La maschera del demonio,1960,Horror,87,7.1,17220
Nuotykis,1960,"Drama, Mystery, Romance",144,7.7,32089
The Young Philadelphians,1959,Drama,136,7.4,4208
"Suddenly, Last Summer",1959,"Drama, Mystery, Thriller",114,7.5,16898
Miegančioji gražuolė,1959,"Animation, Adventure, Family",75,7.2,158210
Shadows,1958,"Drama, Music, Romance",81,7.2,12319
Room at the Top,1958,"Drama, Romance",117,7.5,7111
Rio Bravo,1959,"Drama, Western",141,8.0,66952
Ride Lonesome,1959,Western,73,7.1,6344
Pillow Talk,1959,"Comedy, Romance",102,7.4,18786
Vienuoles istorija,1959,Drama,149,7.5,11517
Į šiaurę per šiaurės vakarus,1959,"Action, Adventure, Mystery",136,8.3,341152
Imitation of Life,1959,Drama,125,7.8,17825
"Hirošima, mano meile",1959,"Drama, Romance",90,7.8,35128
400 smūgių,1959,"Crime, Drama",99,8.1,125718
The Diary of Anne Frank,1959,"Biography, Drama, Family",180,7.4,13435
Elmer Gantry,1960,Drama,146,7.7,12513
Gyventi savo gyvenimą,1962,Drama,80,7.8,34404
Bande à part,1964,"Comedy, Crime, Drama",95,7.6,26668
Pamišelis Pjero,1965,"Crime, Drama, Romance",110,7.4,36361
Panieka,1963,"Drama, Romance",103,7.5,35409
Une femme est une femme,1961,"Comedy, Drama, Romance",85,7.3,18945
Vyriška - moteriška,1966,"Drama, Romance",110,7.4,17020
Alfavilis,1965,"Drama, Mystery, Sci-Fi",99,7.0,27099
Que la bête meure,1969,"Crime, Drama, Thriller",110,7.6,4786
La cérémonie,1995,"Crime, Drama, Thriller",111,7.5,13358
Une affaire de femmes,1988,"Drama, History, Romance",108,7.5,5505
La femme infidèle,1969,"Drama, Thriller",98,7.4,4414
Le boucher,1970,"Drama, Thriller",93,7.3,9230
Violette Nozière,1978,"Crime, Drama, Thriller",124,7.1,2485
Naktis,1961,Drama,122,8.0,23548
L'eclisse,1962,"Drama, Romance",126,7.7,21664
Fotopadidinimas,1966,"Drama, Mystery, Thriller",111,7.5,66476
Keleivis,1975,"Drama, Thriller",126,7.5,25601
Raudonoji dykuma,1964,Drama,117,7.5,17199
Riksmas,1957,Drama,116,7.6,5355
L'année dernière à Marienbad,1961,"Drama, Mystery",94,7.7,24377
Mon oncle d'Amérique,1980,"Comedy, Drama, Romance",125,7.6,6690
Providence,1977,Drama,110,7.5,3457
La guerre est finie,1966,"Drama, War",121,7.3,2390
La nuit américaine,1973,"Comedy, Drama, Romance",116,8.0,24401
Žiulis ir Džimas,1962,"Drama, Romance",105,7.7,43799
L'argent de poche,1976,"Comedy, Drama",104,7.6,6296
Baisers volés,1968,"Comedy, Drama, Romance",91,7.5,14795
L'enfant sauvage,1970,"Biography, Drama, History",83,7.5,8771
Tirez sur le pianiste,1960,"Crime, Drama, Thriller",81,7.4,20365
La peau douce,1964,"Drama, Romance",113,7.5,8253
Domicile conjugal,1970,"Comedy, Drama, Romance",97,7.4,10388
L'homme qui aimait les femmes,1977,"Comedy, Drama, Romance",120,7.4,7231
Paskutinis metro,1980,"Drama, Romance, War",131,7.3,15469
L'histoire d'Adèle H.,1975,"Biography, Drama, History",96,7.2,8796
La mariée était en noir,1968,"Crime, Drama, Mystery",107,7.2,9986
Kaimyne,1981,"Drama, Romance",106,7.2,8587
Compulsion,1959,"Biography, Crime, Drama",103,7.4,7317
Batman: Mask of the Phantasm,1993,"Animation, Action, Adventure",76,7.8,55458
Apartamentai,1996,"Drama, Mystery, Romance",116,7.3,15701
Ateiviai,1993,"Comedy, Fantasy",107,7.0,37311
Ateiviai 2,1998,"Comedy, Fantasy",118,6.1,13040
Sumnjivo lice,1954,Comedy,85,7.9,83
Gospodja ministarka,1958,Comedy,96,7.8,168
Dilizansa snova,1960,Comedy,103,7.3,54
Dr,1962,Comedy,87,7.7,200
Pop Cira i pop Spira,1957,"Comedy, Romance",82,7.4,227
Dvostruki obruc,1963,"Action, Thriller, War",96,7.3,93
Mars na Drinu,1964,"Action, Drama, History",107,8.4,1927
Put oko sveta,1964,"Adventure, Comedy, Western",105,7.4,621
Nemirni,1967,Drama,75,7.2,134
Noz,1967,"Crime, Thriller",85,7.3,154
Tri,1965,"Drama, War",80,7.8,944
Covek nije tica,1965,"Comedy, Drama, Romance",81,7.2,1311
Devojka,1965,"War, Drama",90,7.5,99
Neprijatelj,1965,Drama,95,7.6,101
Orlovi rano lete,1966,"Adventure, Comedy, Family",91,7.7,937
Povratak,1966,Drama,70,7.3,147
San,1966,"Drama, War",93,7.4,98
Budjenje pacova,1967,Drama,79,7.6,423
Skupljaci perja,1967,Drama,94,7.7,2546
Bokseri idu u raj,1967,"Comedy, Drama, Fantasy",88,7.6,437
Ljubavni slucaj ili tragedija sluzbenice P.T.T.,1967,"Comedy, Drama, Romance",79,7.3,1861
Kad budem mrtav i beo,1967,"Drama, Music",79,8.0,1415
Jutro,1967,"Drama, War",95,7.2,190
Praznik,1967,"Drama, War",83,7.2,198
Divlje seme,1967,Drama,85,7.5,69
Breza,1967,"Drama, Romance",92,7.8,842
Podne,1968,Romance,84,7.6,86
Pohod,1968,"Drama, War",83,7.9,79
Bice skoro propast sveta,1968,"Drama, Romance",84,7.2,671
Pre istine,1968,Drama,91,7.1,155
Plasticni Isus,1971,Drama,73,6.5,244
Dorucak sa djavolom,1971,Drama,87,7.1,74
Mlad i zdrav kao ruza,1971,Drama,76,7.2,928
Tajna Nikole Tesle,1980,"Biography, Drama",115,7.2,1465
"Majstori, majstori!",1980,"Comedy, Drama",83,8.1,1561
Ko to tamo peva,1980,"Adventure, Comedy, Drama",86,8.7,16331
Zemaljski dani teku,1979,"Comedy, Drama",87,7.2,125
Okupacija u 26 slika,1978,"Drama, Romance, War",116,7.4,1010
Cuvar plaze u zimskom periodu,1976,"Comedy, Drama",90,7.2,715
Specijalno vaspitanje,1977,Drama,110,8.3,1910
Pas koji je voleo vozove,1977,"Comedy, Drama",91,7.2,549
Miris poljskog cveca,1977,Drama,106,7.4,258
Valter brani Sarajevo,1972,"Action, War",133,8.1,2900
W.R. - Misterije organizma,1971,"Comedy, Drama, Fantasy",84,6.7,5347
Bubasinter,1971,"Comedy, Drama",66,7.1,239
Lisice,1970,Drama,80,7.5,403
Zazidani,1969,Drama,94,7.8,152
Vrane,1969,Drama,76,7.4,123
Rani radovi,1969,"Comedy, Drama",87,6.9,468
Sezona mira u Parizu,1981,Drama,102,6.0,150
Zaseda,1969,"Drama, Romance, War",80,7.8,357
Pogrindis,1995,"Comedy, Drama, Fantasy",170,8.1,60531
Tri karte za Hollywood,1993,Comedy,118,7.8,2197
Bolje od bekstva,1993,"Drama, Romance",110,7.5,517
Prieš lietu,1994,"Drama, Romance, War",113,7.9,15672
Ubistvo s predumisljajem,1995,"Drama, Romance",94,8.1,2125
Lepa sela lepo gore,1996,"Drama, History, War",115,8.6,17489
Oficir s ruzom,1987,Romance,103,7.5,645
Vec vidjeno,1987,"Drama, Horror, Romance",102,7.7,1286
U ime naroda,1987,Drama,92,8.3,359
Lepota poroka,1986,Drama,105,7.9,2285
Bal na vodi,1985,"Drama, Romance",112,7.7,957
Tėtė komandiruotėje,1985,Drama,136,7.7,9957
Tajvanska kanasta,1985,"Comedy, Drama",101,7.6,793
Jagode u grlu,1985,Drama,84,7.3,642
Zivot je lep,1985,Drama,104,7.8,592
Cudo nevidjeno,1984,Comedy,92,7.9,928
Pejzazi u magli,1984,Drama,114,7.1,321
Davitelj protiv davitelja,1984,"Comedy, Crime, Horror",96,8.0,4167
Balkanski spijun,1984,"Comedy, Drama",95,8.8,12211
Varljivo leto '68,1984,"Comedy, Drama, Romance",91,8.5,5950
Čigonų laikas,1988,"Comedy, Crime, Drama",142,8.1,32265
Glembajevi,1988,"Drama, Thriller",120,7.7,860
Nesto izmedju,1982,"Drama, Romance",105,7.4,423
Balkan ekspres,1983,"Comedy, War",102,7.7,2741
Variola vera,1982,"Drama, History, Horror",110,8.1,2970
Smrt gospodina Goluze,1982,Drama,89,7.3,342
Maratonci trce pocasni krug,1982,"Comedy, Drama",92,8.8,16719
Samo jednom se ljubi,1981,"Drama, War",103,7.2,475
Pad Italije,1981,"Drama, History, Romance",114,6.7,323
Banovic Strahinja,1981,"Action, Biography, Drama",105,7.6,1088
Ar pameni Doli Bel?,1981,"Comedy, Drama, Romance",110,7.5,6696
